canonical_smiles,r_i_docking_score,n_measurements
CC(=O)Nc1ccc(NC(=O)[C@@H](C)N2Cc3ccccc3C2=O)cc1,-8.498321508216591,1
CC(=O)Nc1ccc(NC(=O)[C@@H]2CCC(=O)N2S(=O)(=O)c2ccccc2)cc1,-8.47753084208218,1
CC(=O)Nc1ccc(NC(=O)[C@H]2CC(=O)N=C(N)S2)cc1,-8.03267580912529,1
CC(=O)Nc1ccc(NC(=O)[C@H]2CC(=O)Nc3ncnn32)cc1,-8.644999677934951,1
CC(=O)Nc1ccc(NC(=O)c2c(C)nn(-c3ccccc3)c2Cl)cc1,-4.3669435916538575,1
CC(=O)Nc1ccc(NC(=O)c2c(N3CCCC3=O)c3cc(C)ccc3n2C)cc1,-4.212908076055493,1
CC(=O)Nc1ccc(NC(=O)c2c[nH]c(=O)n(-c3ccccc3)c2=O)cc1,-8.075013544807494,1
CC(=O)Nc1ccc(NC(=O)c2cc(-c3ccncc3)[nH]n2)cc1,-7.857125004073683,1
CC(=O)Nc1ccc(NC(=O)c2cc(=O)n3c(nc4ccccc43)s2)cc1,-2.703677980156342,1
CC(=O)Nc1ccc(NC(=O)c2cc3c(=O)n4cccc(C)c4nc3n2C)cc1,-4.731448547022096,1
CC(=O)Nc1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,-8.092531720243592,1
CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C[C@@H](c2ccccc2)OC3=O)cc1,-2.242823476087376,1
CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)nnn3C)cc1,-8.06270922198594,1
CC(=O)Nc1ccc(NC(=O)c2cccs2)cc1,-8.260321523464636,1
CC(=O)Nc1ccc(NC(=O)c2cnn(-c3ccc(Cl)cc3)c2)cc1,-7.686103902820315,1
CC(=O)Nc1ccc(NC(=O)c2cnn(-c3ccccc3)c2)cc1,-7.97351860155088,1
CC(=O)Nc1ccc(N[C@@H](NC(=O)c2cccs2)C(=O)c2ccccc2)cc1,-8.597642514434073,1
CC(=O)Nc1ccc(Nc2cc(C)nc(-n3cc([N+](=O)[O-])cn3)n2)cc1,-7.961278089987457,1
CC(=O)Nc1ccc(Nc2cc(C)nc3c(C)c(-c4ccccc4)nn23)cc1,-8.412690303155923,1
CC(=O)Nc1ccc(Nc2nc(C)cc(Nc3ccc(C)cc3)n2)cc1,-8.761063892269002,1
CC(=O)Nc1ccc(Nc2nc(Nc3ccc(C)cc3)cc(C)[nH+]2)cc1,-7.9150389820128115,1
CC(=O)Nc1ccc(Nc2nc3c(S(=O)(=O)c4cccc(Cl)c4)nnn3c3ccsc23)cc1,-8.819631320560543,1
CC(=O)Nc1ccc(OCc2cc(=O)n3ccccc3n2)cc1,-8.644595879952206,1
CC(=O)Nc1ccc(OCc2cc(=O)n3nc(CC(C)C)sc3n2)cc1,-6.982151928151389,1
CC(=O)Nc1ccc(S(=O)(=O)/N=C2\[N-]C[N@@H+](Cc3ccccc3)CN2)cc1,-7.157980797375912,1
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(n3c(C(F)(F)F)nc4cccnc43)CC2)cc1,-7.78159326759788,1
CC(=O)Nc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1,-7.415911335581299,1
CC(=O)Nc1ccc(S(=O)(=O)N=C2NCN(CCC[NH+]3CCOCC3)CN2)cc1,-5.77193939220222,1
CC(=O)Nc1ccc(S(=O)(=O)N=C2NCN(Cc3ccc4c(c3)OCO4)CN2)cc1,-7.077597057425559,1
CC(=O)Nc1ccc(S(=O)(=O)N=C2[N-]C[NH+](CCCN3CCOCC3)C[N-]2)cc1,-4.5772204387528825,1
CC(=O)Nc1ccc(S(=O)(=O)N=C2[N-]C[NH+](Cc3ccc4c(c3)OCO4)C[N-]2)cc1,-4.556434384587707,1
CC(=O)Nc1ccc(S(=O)(=O)N=C2[N-]C[NH+](Cc3ccccc3)C[N-]2)cc1,-7.097044047117798,1
CC(=O)Nc1ccc(S(=O)(=O)NC[C@H]2CC[C@@H](C(=O)NCCC(C)C)CC2)cc1,-7.4941510711016734,1
CC(=O)Nc1ccc(S(=O)(=O)NC[C@H]2CC[C@@H](C(=O)NCCc3ccc(C)cc3)CC2)cc1,-3.372040325592941,1
CC(=O)Nc1ccc(S(=O)(=O)NC[C@H]2CC[C@H](C(=O)NCCc3ccc(C)cc3)CC2)cc1,-5.4729813904793145,1
CC(=O)Nc1ccc(S(=O)(=O)NCc2ccc(C(=O)N[C@@H](C)c3ccccc3)cc2)cc1,-5.408958748777536,1
CC(=O)Nc1ccc(S(=O)(=O)NCc2nc(-c3ccc(C)cc3)no2)cc1,-8.273969688130574,1
CC(=O)Nc1ccc(S(=O)(=O)N[C@@H](C)c2nc(-c3ccc(Cl)cc3)no2)cc1,-5.651489478747578,1
CC(=O)Nc1ccc(S(=O)(=O)N[C@H](C)c2nc(-c3ccccc3)no2)cc1,-6.987666698430792,1
CC(=O)Nc1ccc(S(=O)(=O)N[C@H](C)c2nc(-c3ccccc3C)no2)cc1,-6.385805272096633,1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(-c3ccc(N4CCCCC4)nn3)cc2)cc1,-1.6040183976285285,1
CC(=O)Nc1ccc(S(=O)(=O)[N-]c2cc(C)c3nc(NC(C)=O)sc3c2)cc1,-6.722643098645024,1
CC(=O)Nc1ccc2c(c1)nc(CCNC(=O)c1ccccc1)n2C,-9.06339445762236,1
CC(=O)Nc1ccc2nc(NC(C)=O)sc2c1,-9.70404195577276,1
CC(=O)Nc1cccc(NC(=O)CSc2[nH+]cc(CO)n2Cc2ccc(C)cc2)c1,-5.533502726544699,1
CC(=O)Nc1cccc(NC(=O)CSc2cn(CC(=O)N3CCCC3)c3ccccc23)c1,-5.015203822315881,1
CC(=O)Nc1cccc(NC(=O)Cc2csc(NC(=O)Nc3ccc(Cl)cc3)n2)c1,-5.541253417319616,1
CC(=O)Nc1cccc(OCc2cc(=O)n3nc(C(C)C)sc3n2)c1,-7.299566130720522,1
CC(=O)Nc1cccc(OCc2cc(=O)n3nc(CC(C)C)sc3n2)c1,-8.095409086121977,1
CC(=O)Nc1nc(-c2ccc3c(c2)NC(=O)CO3)cs1,-7.74471525700265,1
CC(=O)Nc1nc(-c2ccc3c(c2)NC(=O)[C@@H](C)O3)cs1,-8.530365111288276,1
CC(=O)Nc1nc(-c2ccc3c(c2)NC(=O)[C@H](C)O3)cs1,-8.528022725372617,1
CC(=O)Nc1nc(CC(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cs1,-8.256255223140014,1
CC(=O)Nc1nc(CC(=O)NCc2ccc(C)cc2)cs1,-8.256183515623295,1
CC(=O)Nc1nc(CC(=O)N[C@@H](C)c2ccccc2)cs1,-8.235869506868362,1
CC(=O)Nc1nc(CC(=O)Nc2cccc(Cl)c2)cs1,-6.965348756035541,1
CC(=O)Nc1nc2c(C)cc(NC(=O)Nc3cccc(Cl)c3)cc2s1,-8.924588152557517,1
CC(=O)Nc1nc2ccc(CCC(=O)Nc3cc(C)cc(C)c3)cc2s1,-8.264588868521782,1
CC(=O)Nc1nc2ccc(CCC(=O)Nc3ccc(Cl)cc3)cc2s1,-9.260587074917874,1
CC(=O)Nc1nc2ccc(NC(=O)Nc3ccc(Br)cc3)cc2s1,-9.234486945578196,1
CC(=O)Nc1nc2ccc(NC(=O)Nc3cccc(Br)c3)cc2s1,-9.346988727339776,1
CC(=O)Nc1nc2ccc(NC(=O)Nc3cccc(Cl)c3)cc2s1,-9.419805917536348,1
CC(=O)Nc1nc2ccc(NC(=O)Nc3cccc(F)c3)cc2s1,-9.410329594431246,1
CC(=O)Nc1nc2ccc(NC(=O)Nc3ccccc3)cc2s1,-9.52637400740527,1
CC(=O)Nc1nc2ccc(NS(=O)(=O)c3ccccc3F)cc2s1,-8.759580709200177,1
CC(=O)Nc1nc2ccc([N-]S(=O)(=O)c3ccc(Cl)cc3)cc2s1,-8.231082465910635,1
CC(=O)Nc1nc2ccc([N-]S(=O)(=O)c3ccc(F)c(F)c3)cc2s1,-8.682851846353067,1
CC(=O)Nc1nnc(SCc2cc(=O)n3nc(C(C)C)sc3n2)s1,-9.399410413978773,1
CC(=O)Nc1nnc(SCc2cc(=O)n3nc(C4CC4)sc3n2)s1,-8.407245322598657,1
CC(=O)Nc1nnc([C@@H]2CC(=O)N(c3ccc(C)c(C)c3)C2)s1,-9.476733771284216,1
CC(=O)c1c(C)n(-c2ccc(C)cc2)c2ccc(OC[C@@H](O)C[N@H+]3CC[C@H](C(N)=O)CC3)cc12,-7.613261393459193,1
CC(=O)c1ccc(N(CN2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)C(C)=O)cc1,-7.616467767852373,1
CC(=O)c1ccc(NC(=O)CCc2nc(-c3ccco3)no2)cc1,-8.40048178795085,1
CC(=O)c1ccc(NC(=O)CCc2nc(-c3cccs3)no2)cc1,-8.11473827186998,1
CC(=O)c1ccc(NC(=O)CN2C(=O)C(C)(C)c3cc(C)ccc32)cc1,-7.491699632078955,1
CC(=O)c1ccc(NC(=O)COc2cc(Cl)ccc2Cl)cc1,-7.534270619775172,1
CC(=O)c1ccc(NC(=O)COc2ccc(Br)cc2)cc1,-7.530904884759328,1
CC(=O)c1ccc(NC(=O)COc2cccc3c2OC(C)(C)C3)cc1,-7.7744093448668945,1
CC(=O)c1ccc(NC(=O)CSc2[nH+]cc(CO)n2CC(=O)NCc2ccccc2)cc1,-6.831935468382685,1
CC(=O)c1ccc(NC(=O)CSc2nc(=O)[nH]c3c2CCC3)cc1,-8.210046602266521,1
CC(=O)c1ccc(NC(=O)CSc2nc(C)cc3c2C(=O)OC3)cc1,-7.810563161759256,1
CC(=O)c1ccc(NC(=O)CSc2nc3ncccc3o2)cc1,-7.822857132358053,1
CC(=O)c1ccc(NC(=O)CSc2ncc(-c3ccc(F)cc3)o2)cc1,-7.492517081967602,1
CC(=O)c1ccc(NC(=O)CSc2ncc(S(=O)(=O)c3ccc(Cl)s3)c(N)n2)cc1,-7.146434475721964,1
CC(=O)c1ccc(NC(=O)CSc2ncc(S(=O)(=O)c3cccs3)c(N)n2)cc1,-7.655648490836494,1
CC(=O)c1ccc(NC(=O)CSc2nccn2Cc2ccccc2Cl)cc1,-7.825350033123366,1
CC(=O)c1ccc(NC(=O)CSc2nnc(-c3ccncc3)n2C)cc1,-7.599886029787251,1
CC(=O)c1ccc(NC(=O)CSc2nnc(Cc3cccn3C)n2-c2ccc(F)cc2)cc1,-7.374944294869267,1
CC(=O)c1ccc(NC(=O)CSc2nnc(N)s2)cc1,-7.848745499693417,1
CC(=O)c1ccc(NC(=O)CSc2nnc(NC(=O)Nc3ccccc3)s2)cc1,-7.332838442466608,1
CC(=O)c1ccc(NC(=O)CSc2nnc3c(n2)[nH]c2ccccc23)cc1,-8.260455858102045,1
CC(=O)c1ccc(NC(=O)C[C@H](C)n2nc(C)cc2C)cc1,-7.186624574678657,1
CC(=O)c1ccc(NC(=O)Cc2csc(-c3ccccc3)n2)cc1,-7.441427002259867,1
CC(=O)c1ccc(NC(=O)[C@@H](C(C)C)N2C(=O)c3ccccc3C2=O)cc1,-7.142895052056016,1
CC(=O)c1ccc(NC(=O)[C@@H](C)Sc2nnc(-c3ccncc3)o2)cc1,-8.042481460059047,1
CC(=O)c1ccc(NC(=O)[C@H](CC(C)C)N2C(=O)c3ccccc3C2=O)cc1,-7.639726834976989,1
CC(=O)c1ccc(NC(=O)c2c[nH]c(=O)n(-c3ccccc3)c2=O)cc1,-6.943198890940749,1
CC(=O)c1ccc(NC(=O)c2cc(-c3ccc(Cl)cc3)on2)cc1,-6.172028651228573,1
CC(=O)c1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,-6.927948237487298,1
CC(=O)c1ccc(NC(=O)c2ccc3c(c2)nnn3C(C)C)cc1,-6.875440631737709,1
CC(=O)c1ccc(NC(=O)c2cccc(F)c2)cc1,-6.895608459812676,1
CC(=O)c1ccc(NC(=O)c2cccs2)cc1,-6.981116793422983,1
CC(=O)c1ccc(NC(=O)c2cnc3ccccn3c2=O)cc1,-6.182777925232986,1
CC(=O)c1ccc(NC2=C(Cl)C(=O)O[C@@H]2OC(=O)c2ccccc2)cc1,-7.311649854322003,1
CC(=O)c1ccc(NCN2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)cc1,-7.480944849729793,1
CC(=O)c1ccc(NS(=O)(=O)c2c(C)cc(N3C(=O)CCS3(=O)=O)cc2C)cc1,-6.992183493565566,1
CC(=O)c1ccc(Nc2cc(C)nc3nc(Cc4ccccc4)nn23)cc1,-8.07936262087332,1
CC(=O)c1ccc(S(=O)(=O)NCCOc2ccc(-c3ccc(C)cc3)nn2)cc1,-4.699245403790841,1
CC(=O)c1ccc(S(=O)(=O)NCc2cn3c(C)csc3n2)cc1,-6.248563590849589,1
CC(=O)c1ccc(S(=O)(=O)[N-]c2c[nH+]c(N(C)Cc3ccccc3)c(C(=O)[O-])c2)cc1,-7.262856879690775,1
CC(=O)c1ccc([N-]S(=O)(=O)c2c(C)nc3sc(C)cn3c2=O)cc1,-6.936311523116827,1
CC(=O)c1ccc([N-]S(=O)(=O)c2ccc(-c3cc(C)[nH]n3)s2)cc1,-6.331499934781777,1
CC(=O)c1ccc([N-]S(=O)(=O)c2ccc(-c3cc(C)n[nH]3)s2)cc1,-6.45231980110597,1
CC(=O)c1cccc(N/C(=N\S(=O)(=O)c2ccc(F)cc2)c2ccccc2)c1,-7.421889679538922,1
CC(=O)c1cccc(NC(=O)CCS(=O)(=O)c2cc(-c3cc(C)no3)ccc2C)c1,-4.727725240305372,1
CC(=O)c1cccc(NC(=O)CCc2nc(CSc3nc4ccccc4s3)no2)c1,-7.383960155463521,1
CC(=O)c1cccc(NC(=O)CCn2c(=O)sc3ccccc32)c1,-4.713756418930992,1
CC(=O)c1cccc(NC(=O)CSc2nc3cc(Cl)ccc3s2)c1,-6.948819595201144,1
CC(=O)c1cccc(NC(=O)CSc2nnc3ccc(-c4ccc(C)cc4)nn23)c1,-6.6238165524683135,1
CC(=O)c1cccc(NC(=O)C[C@@H]2Nc3cccc4cccc(c34)NC2=O)c1,-6.242340367030427,1
CC(=O)c1cccc(NC(=O)C[C@H](C)S(=O)(=O)c2ccc3c(c2)NC(=O)CS3)c1,-6.719450255779311,1
CC(=O)c1cccc(NC(=O)C[C@H]2Nc3cccc4cccc(c34)NC2=O)c1,-4.229524466512272,1
CC(=O)c1cccc(NC(=O)[C@@H]2CCCN(S(=O)(=O)c3c(C)noc3/C=C/c3ccccc3)C2)c1,-4.865500955473252,1
CC(=O)c1cccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3c(C)noc3/C=C/c3ccccc3)C2)c1,-5.456642901068089,1
CC(=O)c1cccc(N[C@H]2c3ccccc3C(=O)N2c2ccc(Cl)cn2)c1,-7.224842053320707,1
CC(C)(C)c1ccc(C(=O)Nc2ccc3[nH]c(=O)sc3c2)cc1,-2.6761496298755207,1
CC(C)(C)c1ccc(OCC(=O)Nc2ccc3c(c2)NC(=O)CO3)cc1,-6.922422893116609,1
CC(C)C(=O)Nc1nc(-c2ccc3c(c2)NC(=O)CO3)cs1,-7.519548664698282,1
CC(C)Cc1nn2c(=O)cc(COC(=O)CNC(=O)c3ccco3)nc2s1,-6.027744742835157,1
CC(C)NC(=O)C[NH+]1CCN(c2ccc(C(=O)[O-])cc2NC(=O)c2ccc(F)cc2)CC1,-4.354598004941424,1
CC(C)NC(=O)c1cc(-c2ccc(F)cc2)on1,-8.46168954336437,1
CC(C)[C@@H](C(=O)Nc1ccc(C(N)=O)cc1)N1C(=O)c2ccccc2C1=O,-8.11519229223664,1
CC(C)c1ccc(/C=N/NC(=O)CCc2n[nH]c(=O)[n-]c2=O)cc1,-8.342240929526248,1
CC(C)c1ccc(/C=N/NC(=O)CCc2n[nH]c(=O)[nH]c2=O)cc1,-6.442556784352461,1
CC(C)c1ccc(NC(=O)C2CCN(c3cnccn3)CC2)cc1,-6.300629797210887,1
CC(C)c1ccc(NC(=O)CCS(=O)(=O)c2ccc3c(c2)NC(=O)CO3)cc1,-8.03236640318431,1
CC(C)c1ccc(OCC(=O)Nc2ccc3c(c2)NC(=O)CO3)cc1,-7.580787206635148,1
CC(C)c1ccc(S(=O)(=O)Nc2cc(C(=O)[O-])ccc2N2CCN(CCC#N)CC2)cc1,-6.755908240228308,1
CC1(C)Cc2cccc(OCC(=O)Nc3ccc(OCC(N)=O)cc3)c2O1,-7.72305213251145,1
CC1=C(C(=O)OCCC#N)[C@@H](c2cccc([N+](=O)[O-])c2)NC(=O)N1,-7.883090171566723,1
CC1=C(C(=O)OCCC#N)[C@@H](c2ccccc2Cl)NC(=O)N1,-7.464700636823082,1
CC1=C(C(=O)OCCC#N)[C@H](c2cccc(Oc3ccccc3)c2)NC(=O)N1,-7.709859002159288,1
CC1=C(C(=O)OCCC#N)[C@H](c2cccc([N+](=O)[O-])c2)NC(=O)N1,-7.163369585701428,1
CC1=C(C(=O)OCCC#N)[C@H](c2ccccc2Cl)NC(=O)N1,-7.713610440410139,1
CC1=C(C(=O)OCCOc2ccccc2)[C@H](c2cccc(O)c2)NC(=O)N1,-6.567327907170517,1
CC1=C(C(=O)OCc2ccc3c(c2)OCO3)[C@@H](c2ccc(O)cc2)NC(=O)N1,-6.37244204436963,1
CC1=Nc2nc(CCCO)nn2[C@@H](c2ccncc2)/C1=C(\[O-])Nc1ccccc1,-6.094238563044183,1
CC1CCN(S(=O)(=O)c2ccc(-c3nc(C#N)c(NCCCn4ccnc4)o3)cc2)CC1,-6.271716304887723,1
CCC(=O)N1CCN(c2ccc(Nc3ccccc3)nn2)CC1,-7.511593775691919,1
CCC(=O)N1CCN(c2ccc([N+](=O)[O-])c(NCc3ccccc3)c2)CC1,-7.725434462062087,1
CCC(=O)N1CCN(c2oc(-c3ccc(C)cc3)nc2S(=O)(=O)c2ccccc2)CC1,-7.811802520469199,1
CCC(=O)N1CCN(c2oc(-c3ccc(Cl)cc3)nc2S(=O)(=O)c2ccccc2)CC1,-7.704207845674595,1
CCC(=O)NCc1nc(-c2ccc(C)cc2)no1,-7.120946603268107,1
CCC(=O)NCc1nc(-c2ccc(Cl)cc2)no1,-7.561462153301131,1
CCC(=O)NCc1nc(-c2ccc(OC)cc2)no1,-5.840858381322045,1
CCC(=O)Nc1ccc(C(=O)N/N=C/c2ccc([N+](=O)[O-])cc2)cc1,-8.63011808639872,1
CCC(=O)Nc1ccc(C(=O)N/N=C/c2ccccc2)cc1,-6.662687048246838,1
CCC(=O)Nc1ccc(C(=O)OCc2cc(=O)n3c(C)csc3n2)cc1,-6.708214391401068,1
CCC(=O)Nc1ccc(C(=O)OCc2cc(=O)n3cc(C)sc3n2)cc1,-8.09846059241512,1
CCC(=O)Nc1ccc(C(=O)OCc2cc(=O)n3nc(CC)sc3n2)cc1,-8.445371125359436,1
CCC(=O)Nc1ccc(Nc2cc(N3CCCCC3)nc(C)n2)cc1,-7.830511119039727,1
CCC(=O)Nc1ccc(Nc2nc(C)cc(Nc3ccc(OC)cc3)n2)cc1,-6.280089906463053,1
CCC(=O)Nc1ccc(Nc2nc(C)cc(Nc3ccccc3)n2)cc1,-7.904019349847101,1
CCC(=O)Nc1ccc(OCc2cc(=O)n3cc(Cl)ccc3n2)cc1,-6.341971534120684,1
CCC(=O)Nc1ccc(OCc2cc(=O)n3ccc(C)cc3n2)cc1,-8.388936357132504,1
CCC(=O)Nc1ccc(OCc2cc(=O)n3nc(CC)sc3n2)cc1,-7.767985567979634,1
CCC(=O)Nc1ccc2c(c1)[nH+]c(CN1CCN(C(=O)c3ccccc3)CC1)n2C,-2.588501914910061,1
CCC(=O)Nc1ccc2c(c1)nc(CCNC(=O)c1ccco1)n2C,-8.033712654153724,1
CCC(=O)Nc1ccc2nc(NC(C)=O)sc2c1,-8.991240853208927,1
CCC(=O)Nc1ccc2nc(SCC(=O)Nc3cccc(OC)c3)sc2c1,-4.073678962393993,1
CCC(=O)Nc1ccc2oc(-c3ccc(F)cc3)nc2c1,-6.251558656858601,1
CCC(=O)Nc1ccc2oc(-c3ccc(OC)cc3)nc2c1,-5.490255193235343,1
CCC(=O)Nc1cccc(C(=O)OCc2cc(=O)n3cc(C)sc3n2)c1,-8.622652974181168,1
CCC(=O)Nc1cccc(OCc2cc(=O)n3nc(C)sc3n2)c1,-8.272038704283963,1
CCC(=O)Nc1nc(-c2ccc3c(c2)NC(=O)CO3)cs1,-7.769192300151372,1
CCC(=O)Nc1nc2c(C)cc(NC(=O)NCc3cccc(OC)c3)cc2s1,-5.215519742514121,1
CCC(=O)Nc1nc2c(OC)cc(NC(=O)CC(C)C)cc2s1,-8.959496417731133,1
CCC(=O)Nc1nc2ccc(NC(=O)Nc3cccc(C)c3)cc2s1,-7.038103397567583,1
CCC(=O)Nc1nc2ccc(NC(=O)Nc3cccc(F)c3)cc2s1,-9.048307025818357,1
CCC(=O)Nc1nc2ccc(NC(=O)Nc3ccccc3)cc2s1,-9.569254616572085,1
CCC(=O)Nc1nc2ccc(NC(=O)c3cc(OC)cc(OC)c3)cc2s1,-9.862169690502276,1
CCC(=O)Nc1nc2ccc(NC(=O)c3ccc(F)c(Cl)c3)cc2s1,-6.5059826749118965,1
