canonical_smiles,r_i_docking_score,n_measurements
CCN(CC)C(=O)c1ccc2c(c1)N(CC(=O)Nc1ccc(NC(C)=O)cc1)C(=O)CS2,-7.74609,1
CCN(CC)C(=O)c1ccc2c(c1)N(CC(=O)Nc1cccnc1)C(=O)CO2,-6.12796,1
CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2ccc(C(=O)[O-])cc2)ccc1C,-4.75855,1
CCN(CC)S(=O)(=O)c1ccc(-c2nc(C#N)c(N3CCC(C(N)=O)CC3)o2)cc1,-8.87153,1
CCN(CC)S(=O)(=O)c1ccc2c(c1)C[C@H](C(=O)NCCCOC)N2C(C)=O,-2.2297,1
CCN(CC)S(=O)(=O)c1ccc2c(c1)C[C@H](C(=O)NCc1ccc(OC)cc1)N2C(C)=O,-3.20729,1
CCN(CC)S(=O)(=O)c1ccc2c(c1)nnn2CCC(=O)Nc1ccc(C(C)=O)cc1,-3.92906,1
CCN(CC)[C@H](CNC(=O)c1ccc(OC)cc1)c1ccccc1Cl,-4.21139,1
CCN(CC)c1c(S(=O)(=O)c2ccc(OC)cc2)c[nH+]c2ccc(OC)cc12,-3.33455,1
CCN(CC)c1ccc(/C=N/NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,-5.46571,1
CCN(CC)c1ccc([C@@H]2/C(=C(/[O-])Nc3ccc(OC)cc3)C(C)=Nc3ncnn32)cc1,-5.03124,1
CCN(CC)c1ccc([C@H]2NC(=O)NC(C)=C2C(=O)OCCOC)cc1,-6.06512,1
CCN(CC)c1nc2ccccc2nc1C(=O)Nc1ccc(C(C)=O)cc1,-5.6656,1
CCN(CCO)c1nc(Nc2ccc(Cl)cc2)c2cnn(-c3ccccc3)c2n1,-6.19046,1
CCN(CCO)c1nc(Nc2ccc(F)cc2)c2cnn(-c3ccccc3)c2n1,-5.94808,1
CCN(Cc1ccc(OC)cc1)Cc1cc(=O)n2c(C)csc2n1,-5.6568,1
CCN(Cc1ccc(OC)cc1)Cc1cc(=O)n2ccsc2n1,-6.5256,1
CCN(Cc1nc(-c2ccc(OC)cc2)no1)C(=O)Nc1ccc(C)cc1,-6.46912,1
CCN(Cc1nc(-c2ccc(OC)cc2)no1)C(=O)Nc1cccc(Cl)c1,-5.07928,1
CCN(Cc1nc(-c2ccc(OC)cc2)no1)C(=O)Nc1ccccc1OC,-4.90467,1
CCN(c1ccc(C)cc1)S(=O)(=O)c1nnc([N-]C(=O)C(C)C)s1,-3.87709,1
CCN(c1ccc(OC)cc1)S(=O)(=O)c1nnc(NC(=O)CC(C)C)s1,-3.88237,1
CCN(c1ccc2sc(C(=O)Nc3ccc(C(=O)OC)cc3)cc2c1)S(C)(=O)=O,-6.34965,1
CCN(c1ccccc1)S(=O)(=O)c1nnc(NC(=O)c2cccc(OC)c2)s1,-3.44139,1
CCN1C(=O)COc2ccc(-c3csc(NC(=O)[C@@H]4CCCO4)n3)cc21,-3.2317,1
CCN1C(=O)COc2ccc(-c3csc(NC(C)=O)n3)cc21,-8.38588,1
CCN1C(=O)COc2ccc(-c3nc(NC(C)=O)sc3C)cc21,-4.09882,1
CCN1C(=O)C[C@@H](C(=O)Nc2ccc(C(=O)OC)cc2)S/C1=N\c1ccccc1,-5.01278,1
CCN1C(=O)C[C@H](C(=O)Nc2ccc(C(=O)OC)cc2)S/C1=N\c1ccccc1,-6.2185,1
CCN1C(=O)C[C@H](C(=O)Nc2ccc(OC)cc2)S/C1=N\c1cccc(F)c1,-7.26181,1
CCN1C(=O)Cc2cc(NC(=O)COc3ccc(Cl)cc3)ccc21,-6.71993,1
CCN1C(=O)Cc2cc(NC(=O)c3cc(OC)cc(OC)c3)ccc21,-6.7385,1
CCN1C(=O)Cc2cc(NC(=O)c3ccc(Br)cc3)ccc21,-6.79268,1
CCN1C(=O)Cc2cc(NC(=O)c3ccc(C(C)(C)C)cc3)ccc21,-6.65328,1
CCN1C(=O)Cc2cc(NC(=O)c3ccc(C)cc3)ccc21,-7.11908,1
CCN1C(=O)Cc2cc(NC(=O)c3cccc(C)c3)ccc21,-6.75849,1
CCN1C(=O)Cc2cc([N-]S(=O)(=O)c3ccc(C(C)C)cc3)ccc21,-3.65448,1
CCN1C(=O)Cc2cc([N-]S(=O)(=O)c3ccc(F)cc3)ccc21,-4.8854,1
CCN1C(=O)Cc2cc([N-]S(=O)(=O)c3ccc(NC(=O)C(C)C)cc3)ccc21,-3.75079,1
CCN1C(=O)[C@@H](CC(=O)Nc2ccc(OC)cc2)N(CCN2CCOCC2)C1=S,-3.81263,1
CCN1C(=O)[C@@](O)(CC(=O)c2ccc(OC)cc2)c2ccccc21,-6.84927,1
CCN1C(=O)[C@H](CC(=O)Nc2ccc(C(=O)OC)cc2)N(Cc2ccc(Cl)cc2)C1=S,-5.1163,1
CCN1C(=O)[C@H](CC(=O)Nc2ccc(OC)cc2)N(CCN2CCOCC2)C1=S,-3.95666,1
CCN1C(=O)[C@H](CC(=O)Nc2ccc(OC)cc2)N(CC[NH+]2CCOCC2)C1=S,-1.84811,1
CCN1C(=O)c2cc(C(=O)NCCCN3CCOCC3)nn2C[C@@]1(C)C(=O)NC1CCCC1,-5.0904,1
CCN1C(=O)c2cc(C(=O)NCCCN3CCOCC3)nn2C[C@]1(C)C(=O)NC1CCCC1,-5.41104,1
CCN1C(=O)c2ccccc2Sc2cc(-c3noc(CNC(=O)c4ccco4)n3)ccc21,-6.48234,1
CCN1C(=O)c2ccccc2Sc2cc(NC(=O)c3ccco3)ccc21,-6.04297,1
CCN1CCC2(CC1)N=C(SCC(=O)Nc1ccc(F)c(F)c1)C(c1ccc(OC)cc1)=N2,-3.33401,1
CCN1CCC2(CC1)N=C(SCC(=O)Nc1ccc(OC)cc1)C(c1ccccc1)=N2,-3.00372,1
CCN1CCC2(CC1)N=C(SCC(=O)Nc1cccc(F)c1)C(c1ccc(OC)cc1)=N2,-3.07215,1
CCN1CCN(C(=O)CCc2nnc3ccc(N4CCC5(CC4)OCCO5)nn23)CC1,-4.92335,1
CCN1CCN(C(=O)CN(C)S(=O)(=O)c2cc3c(cc2Cl)NC(=O)CO3)CC1,-4.71633,1
CCN1CCN(C(=O)COCc2cc(-c3ccc4c(c3)OCO4)on2)CC1,-4.51555,1
CCN1CCN(C(=O)c2oc3ccccc3c2NC(=O)COc2ccc(OC)cc2)CC1,-3.85365,1
CCN1CCN(CCC(=O)Nc2ccc(OC)cc2)CC1,-2.97758,1
CCN1CCN(CCNC(=O)C2CCN(c3nnc(-n4cccc4)s3)CC2)CC1,-2.63464,1
CCN1CCN(Cc2[nH+]c3cc(NC(=O)c4ccco4)ccc3n2CC)CC1,-3.88819,1
CCN1CCN(Cc2[nH+]c3cc(NC(C)=O)ccc3n2CC)CC1,0.794671,1
CCN1CCN(Cc2nc3cc(NC(=O)COc4ccc(OC)cc4)ccc3n2C(C)C)CC1,-3.80068,1
CCN1CCN(Cc2nc3cc(NC(C)=O)ccc3n2C(C)C)CC1,-7.18406,1
CCN1CCN(S(=O)(=O)c2ccc(-c3cc(C)no3)s2)CC1,-4.64068,1
CCN1CCN(c2cc(C)c3cc(NC(=S)NCCCOC)ccc3n2)CC1,-3.27536,1
CCN1CCN(c2ccc(C(=O)[O-])cc2NS(=O)(=O)c2cc(F)ccc2F)CC1,-1.43643,1
CCN1CCN(c2nc(C)c3c(n2)C[C@H](c2ccc(OC)cc2)CC3=O)CC1,-3.59578,1
CCN1CCN(c2nc(N3CCN(CCO)CC3)nc3c2cnn3C)CC1,-5.267,1
CCN1CCN(c2nc(Nc3ccc(OC)cc3)c([N+](=O)[O-])c(N)[nH+]2)CC1,-4.11775,1
CCN1CCN(c2nc(Nc3ccc(OC)cc3)c3cnn(-c4ccccc4)c3n2)CC1,-4.16839,1
CCN1CCN(c2nc(Nc3ccc(OC)cc3)c3cnn(C)c3n2)CC1,-5.3065,1
CCN1CCN(c2nc3cc(C(=O)OC)ccc3c(=O)n2-c2ccc(F)c(Cl)c2)CC1,-4.32408,1
CCN1CCN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)c(C)n2)CC1,-1.24982,1
CCN1CC[NH+](CCC(=O)Nc2ccc(OC)cc2)CC1,-3.79465,1
CCN1CC[NH+](CCCN(Cc2ccco2)C(=S)Nc2ccc(C)c(Cl)c2)CC1,-2.58381,1
CCN1CC[NH+](CCCNS(=O)(=O)c2ccc(-c3cc(C(F)(F)F)on3)s2)CC1,-2.71493,1
CCN1CC[NH+](Cc2nc3cc(NC(C)=O)ccc3n2C(C)C)CC1,-3.68127,1
CCN1CC[NH+](Cc2nc3cc(NC(C)=O)ccc3n2CC)CC1,-4.52105,1
CCN1CCc2nc(NC(=O)c3cccc(Br)c3)sc2C1,-4.16616,1
CCNC(=O)C1CCN(C2=NS(=O)(=O)C(c3ccc(C(C)C)cc3)=C2C)CC1,-5.45888,1
CCNC(=O)C1CCN(S(=O)(=O)Cc2ccccc2)CC1,-7.18595,1
CCNC(=O)C1CCN(c2[nH+]c3ccccc3n3cccc23)CC1,-5.84229,1
CCNC(=O)C1CCN(c2nc(-c3ccc(OC)cc3)no2)CC1,-7.9563,1
CCNC(=O)CCCc1nc(-c2ccc(Cl)cc2)no1,-5.71254,1
CCNC(=O)CCCc1nc(-c2ccc(OC)cc2)no1,-4.79198,1
CCNC(=O)CCCc1nc(-c2cccc(OC)c2)no1,-6.18474,1
CCNC(=O)CCCc1nc(-c2ccccc2)no1,-5.37405,1
CCNC(=O)CCCc1nc(-c2ccccc2Cl)no1,-4.5011,1
CCNC(=O)CCCc1nc(-c2ccccc2OC)no1,-5.59003,1
CCNC(=O)Cc1csc(NC(=O)Nc2cccc(Cl)c2)n1,-6.50475,1
CCNC(=O)Cc1csc(NC(=O)Nc2ccccc2)n1,-8.05463,1
CCNC(=O)Cn1c(CO)c[nH+]c1SCC(=O)Nc1ccc(C(C)=O)cc1,-3.79092,1
CCNC(=O)Cn1c(CO)c[nH+]c1SCC(=O)Nc1ccc(NC(C)=O)cc1,-4.6461,1
CCNC(=O)Cn1c(CO)c[nH+]c1SCc1ccc(C(=O)OC)cc1,-5.70526,1
CCNC(=O)Cn1c(CO)cnc1SCC(=O)Nc1ccc(C(C)=O)cc1,-6.9879,1
CCNC(=O)Cn1c(CO)cnc1SCc1ccc(C(=O)OC)cc1,-2.39634,1
CCNC(=O)N1CCc2cc(S(=O)(=O)NCc3ccc(Cl)cc3)ccc21,-6.10511,1
CCNC(=O)N1CCc2cc(S(=O)(=O)Nc3ccc(C)cc3C)ccc21,-6.12505,1
CCNC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3OC)ccc21,-6.41591,1
CCNC(=O)N1CCc2cc(S(=O)(=O)[N-]c3cccc(OC)c3)ccc21,-4.3099,1
CCNC(=O)[C@H]1CCCN(c2nn3cc(-c4ccc(C)cc4)[nH+]c3s2)C1,-4.28376,1
CCNC(=O)[C@H]1CCCN(c2nn3cc(-c4ccc(C)cc4)nc3s2)C1,-6.55641,1
CCNC(=O)[C@H]1CCCN(c2nn3cc(-c4ccc(F)cc4)nc3s2)C1,-6.6497,1
CCNC(=O)c1cc2cc(N(C)S(C)(=O)=O)ccc2s1,-5.63407,1
CCNC(=O)c1ccc(-n2nc(Sc3ccc(C)cc3)ccc2=O)cc1,-8.20287,1
CCNC(=O)c1ccc(-n2ncc(C(=O)OC)c2N)cc1,-7.48406,1
CCNC(=O)c1ccc(CSc2nc3cccnc3n2Cc2ccc(F)cc2)cc1,-7.54816,1
CCNC(=O)c1ccc(CSc2nc3cccnc3n2Cc2cccc(F)c2)cc1,-5.20099,1
CCNC(=O)c1ccc(Cn2c(SCc3ccc(F)cc3)nc3cccnc32)cc1,-8.58308,1
CCNC(=O)c1ccc(Cn2c(SCc3ccccc3)nc3cccnc32)cc1,-8.26675,1
CCNC(=O)c1ccc(Cn2c(SCc3ccccc3)nc3ccncc32)cc1,-7.46508,1
CCNC(=O)c1ccc(Cn2c(SCc3ccccc3C)nc3ccncc32)cc1,-7.76349,1
CCNC(=O)c1ccc(Nc2c(-c3ccc(C)cc3)nc3cnccn23)cc1,-7.98004,1
CCNC(=O)c1ccc2c(c1)CCCN2S(C)(=O)=O,-5.58168,1
CCNC(=O)c1ccc2c(c1)CCN2S(C)(=O)=O,-7.54245,1
CCNC(=O)c1nc(CS(=O)(=O)c2ccc(Cl)cc2)no1,-6.21431,1
CCNS(=O)(=O)c1ccc(-c2cc(C(=O)OCC)no2)s1,-6.60933,1
CCNc1ccc(-c2nc(-c3cccnc3)no2)cc1[N+](=O)[O-],-5.32845,1
CCNc1ccc(-c2nc(C)no2)cc1[N+](=O)[O-],-4.96094,1
CCNc1ccc(-c2nc(CC)no2)cc1[N+](=O)[O-],-5.1159,1
CCNc1ccc(-c2noc(-c3ccccn3)n2)cc1[N+](=O)[O-],-4.84607,1
CCNc1nc(N)nc(Oc2ccc(C(=O)OCC)cc2)n1,-5.98732,1
CCNc1nc(NC(C)C)nc(Oc2ccc(C(=O)OCC)cc2)n1,-5.65627,1
CCNc1nc(NCC)nc(Oc2ccc(C(=O)OC)cc2)n1,-7.16361,1
CCNc1nc(NCC)nc(Oc2ccc(C(=O)OCC)cc2)n1,-5.91122,1
CCNc1nc(Nc2cccc(OC)c2)c2cnn(C)c2n1,-6.36724,1
CCNc1nc(Oc2ccc(C(=O)OCC)cc2)nc(N(C)C)n1,-6.1777,1
CCNc1oc(/C=C/c2cccs2)nc1C#N,-4.77813,1
CCO/C([O-])=C1/C(C)=Nc2nc(SCc3ccc(C(=O)[O-])cc3)nn2[C@@H]1c1cccs1,-5.46563,1
CCO/C([O-])=C1\C(C)=Nc2nc(SCc3ccc(C(=O)[O-])cc3)nn2[C@H]1c1cccs1,-5.43351,1
CCO/C([O-])=C1\C(C)=Nc2nnnn2[C@@H]1c1ccc(C(=O)OC)cc1,-7.51359,1
CCOC(=O)C1(c2ccccc2)CCN(CC(=O)Nc2ccc(C(C)=O)cc2)CC1,-5.61837,1
CCOC(=O)C1=C(C)N(C)[C@@]2(SC(C(=O)OC)=NN2c2ccc(Br)cc2)S1,-5.12768,1
CCOC(=O)C1=C(C)N(C)[C@@]2(SC(C(=O)OC)=NN2c2cccc(C)c2)S1,-4.9371,1
CCOC(=O)C1=C(C)N(C)[C@@]2(SC(C(C)=O)=NN2c2cccc(C)c2)S1,-5.80453,1
CCOC(=O)C1=C(C)N(C)[C@@]2(SC(C(C)=O)=NN2c2cccc(Cl)c2)S1,-5.80752,1
CCOC(=O)C1=C(C)N(C)[C@@]2(SC(C(C)=O)=NN2c2cccc([N+](=O)[O-])c2)S1,-5.78283,1
CCOC(=O)C1=C(C)NC(=O)N(C(C)=O)[C@H]1c1ccc(OC(C)=O)cc1,-0.45069,1
CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(O)cc1,-6.00803,1
CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(OCC(N)=O)cc1,-7.49551,1
CCOC(=O)C1=C(C)NC(=O)N[C@H]1c1ccc(OCC(N)=O)cc1,-9.14353,1
CCOC(=O)C1=C(C)NC(=O)N[C@H]1c1ccc2c(c1)OCO2,-6.08069,1
CCOC(=O)C1=C(C)NC2=CC(C)(C)CC([O-])=C2[C@@H]1c1ccc(OC(C)=O)c(OC)c1,-1.95115,1
CCOC(=O)C1=C(C)NC2=CCCC(O)=C2[C@H]1c1ccc(OC(C)=O)c(OC)c1,0.0615754,1
CCOC(=O)C1=C(C)NC2=CCCC([O-])=C2[C@H]1c1ccc(OC(C)=O)c(OC)c1,-0.251163,1
CCOC(=O)C1=C(C)NC2=C[C@@H](c3cccs3)CC(O)=C2[C@@H]1c1ccc(C(=O)OC)cc1,-4.73647,1
CCOC(=O)C1=C(C)Nc2nc(SCc3ccc(C(=O)[O-])cc3)nn2[C@@H]1c1cccs1,-3.33665,1
CCOC(=O)C1=C(C)Nc2nc(SCc3ccc(C(=O)[O-])cc3)nn2[C@H]1c1cccs1,-3.38746,1
CCOC(=O)C1=C(C)Nc2nc(SCc3cccnc3)nn2[C@@H]1c1ccc([N+](=O)[O-])cc1,-6.32721,1
CCOC(=O)C1=C(CN2CCC3(CC2)OCCO3)NC(=O)N[C@@H]1c1ccc(F)cc1,-5.78627,1
CCOC(=O)C1=C(CN2CCC3(CC2)OCCO3)NC(=O)N[C@H]1c1ccc(C)cc1,-6.4981,1
CCOC(=O)C1=C(CN2CCCCC2)NC(=O)N[C@H]1c1cccc([N+](=O)[O-])c1,-4.34877,1
CCOC(=O)C1=C(CN2CCN(C(=O)OCC)CC2)NC(=O)N[C@H]1c1ccc2c(c1)OCO2,-4.67347,1
CCOC(=O)C1=C(CN2CCN(CCC#N)CC2)NC(=O)N[C@H]1c1cc(C)ccc1C,-8.36359,1
CCOC(=O)C1=C(CN2CCN(CCC#N)CC2)NC(=O)N[C@H]1c1ccc(Cl)cc1,-9.55684,1
CCOC(=O)C1=C(CN2CCN(c3ncccn3)CC2)NC(=O)N[C@H]1c1cccc(OC)c1OC,-5.84118,1
CCOC(=O)C1=C(CN2CCN(c3ncccn3)CC2)NC(=O)N[C@H]1c1cccs1,-4.31086,1
CCOC(=O)C1=C(C[N@H+]2CC[C@H](C(=O)OCC)CC2)NC(=O)N[C@@H]1c1ccc(OC(C)C)cc1,-3.03771,1
CCOC(=O)C1=C(C[NH+]2CCCCC2)NC(=O)N[C@H]1c1cccc([N+](=O)[O-])c1,-2.66939,1
CCOC(=O)C1=C(C[NH+]2CCN(CCC#N)CC2)NC(=O)N[C@H]1c1cc(C)ccc1C,-5.85939,1
CCOC(=O)C1=C(C[NH+]2CCN(CCC#N)CC2)NC(=O)N[C@H]1c1ccc2c(c1)OCO2,-5.58673,1
CCOC(=O)C1=CN(Cc2ccc(OC)cc2)C=C(C(=O)OCC)C1c1ccc(O)c(OC)c1,-6.38393,1
CCOC(=O)C1=NN(c2ccc(C)cc2)[C@]2(S1)SC(C(C)=O)=C(C)N2C,-6.09525,1
CCOC(=O)C1=NN(c2ccc(OC)cc2)[C@]2(S1)SC(C(=O)OC)=C(C)N2C,-5.17618,1
CCOC(=O)C1=NN(c2cccc(C)c2)[C@]2(S1)SC(C(=O)OC)=C(C)N2C,-5.03065,1
CCOC(=O)C1=NN(c2cccc(C)c2)[C@]2(S1)SC(C(C)=O)=C(C)N2C,-5.91481,1
CCOC(=O)C1=NN(c2cccc(Cl)c2)[C@@]2(S1)SC(C(C)=O)=C(C)N2C,-4.48232,1
CCOC(=O)C1=NN(c2cccc(Cl)c2)[C@]2(S1)SC(C(C)=O)=C(C)N2C,-5.87418,1
CCOC(=O)C1=NN(c2ccccc2)[C@]2(S1)SC(C(=O)OC)=C(C)N2C,-2.7099,1
CCOC(=O)C1CCN(C(=O)C2CCN(S(=O)(=O)Cc3cccc(Cl)c3)CC2)CC1,-4.95717,1
CCOC(=O)C1CCN(C(=O)C2CCN(S(=O)(=O)Cc3ccccc3)CC2)CC1,-6.42424,1
CCOC(=O)C1CCN(C(=O)C2CCN(S(=O)(=O)Cc3ccccc3C)CC2)CC1,-4.46853,1
CCOC(=O)C1CCN(C(=O)CCc2c(C)nc3c(c(C)nn3-c3ccccc3)c2C)CC1,-6.60901,1
CCOC(=O)C1CCN(C(=O)CCc2nc3sc4c(c3c(=O)[nH]2)CC[C@H](C(C)(C)C)C4)CC1,-6.48454,1
CCOC(=O)C1CCN(C(=O)CSCc2nc(-c3ccc(OCC)cc3)oc2C)CC1,-4.04936,1
CCOC(=O)C1CCN(C(=O)c2c(C)nn(-c3ccc(C)cc3)c2-n2cccc2)CC1,-5.48002,1
CCOC(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1,-7.33695,1
CCOC(=O)C1CCN(C(=O)c2nn(C)c3c2COc2ccccc2-3)CC1,-5.09508,1
CCOC(=O)C1CCN(C(=S)Nc2ccc(CC)cc2)CC1,-4.78027,1
CCOC(=O)C1CCN(C(=S)Nc2ccc(OC)cc2)CC1,-5.70449,1
CCOC(=O)C1CCN(C(=S)Nc2ccc(OCC)cc2)CC1,-5.61892,1
CCOC(=O)C1CCN(CCC(=O)Nc2cc([N+](=O)[O-])ccc2OC)CC1,-2.5234,1
CCOC(=O)C1CCN(CCC(=O)Nc2ccc(OC)cc2)CC1,-3.92105,1
CCOC(=O)C1CCN(CN2C(=O)/C(=N/c3ccc(CC)cc3)c3ccccc32)CC1,-4.27661,1
CCOC(=O)C1CCN(CN2C(=O)/C(=N\c3ccc(C)c(Br)c3)c3ccccc32)CC1,-4.03903,1
CCOC(=O)C1CCN(S(=O)(=O)c2cc(-c3noc(C)n3)ccc2C)CC1,-1.90192,1
CCOC(=O)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,-5.75511,1
CCOC(=O)C1CCN([C@@H]2CC(=O)N(c3ccc(C)cc3)C2=O)CC1,-4.97119,1
CCOC(=O)C1CCN([C@@H]2CC(=O)N(c3ccc(Cl)cc3)C2=O)CC1,-5.06181,1
CCOC(=O)C1CCN([C@@H]2CC(=O)N(c3ccc(OCC)cc3)C2=O)CC1,-6.20255,1
CCOC(=O)C1CCN([C@H]2CC(=O)N(c3ccc(C)cc3)C2=O)CC1,-5.64753,1
CCOC(=O)C1CCN([C@H]2CC(=O)N(c3ccc(Cl)cc3)C2=O)CC1,-5.4407,1
CCOC(=O)C1CCN(c2c(NC3CCN(C(=O)OCC)CC3)c(=O)c2=O)CC1,-6.6485,1
CCOC(=O)C1CCN(c2c(S(=O)(=O)c3ccc(Cl)cc3)c[nH+]c3ccccc23)CC1,-4.17126,1
CCOC(=O)C1CCN(c2cc(C)nc3c(-c4ccc(OC)c(OC)c4)c(C)nn23)CC1,-5.64813,1
CCOC(=O)C1CCN(c2cc(C)nc3nc(-c4ccc(C(C)(C)C)cc4)nn23)CC1,-4.94266,1
CCOC(=O)C1CCN(c2cc(C)nc3nc(-c4ccc(C)cc4)nn23)CC1,-7.44676,1
CCOC(=O)C1CCN(c2cc(C)nc3nc(-c4ccc(Cl)cc4)nn23)CC1,-5.51197,1
CCOC(=O)C1CCN(c2cc(C)nc3nc(-c4ccc(OC)cc4)nn23)CC1,-5.2679,1
CCOC(=O)C1CCN(c2cc(C)nc3nc(-c4ccccc4)nn23)CC1,-6.03251,1
CCOC(=O)C1CCN(c2ccc(-c3nc(-c4ccc(Cl)cc4)no3)nn2)CC1,-5.13485,1
CCOC(=O)C1CCN(c2ccc(-c3nc(-c4ccccc4)no3)nn2)CC1,-4.81057,1
CCOC(=O)C1CCN(c2ccc3cc(S(=O)(=O)N4CCCC[C@@H]4C)ccc3n2)CC1,-4.04532,1
CCOC(=O)C1CCN(c2ccc3cc(S(=O)(=O)N4CCCC[C@H]4C)ccc3n2)CC1,-5.03967,1
CCOC(=O)CC1=CC(=O)N(CC(=O)Nc2ccc(F)c(C)c2)c2cc(C)c(C)cc2N1,-3.28011,1
CCOC(=O)CCNC(=O)NCc1cccn1Cc1ccccc1,-6.50873,1
CCOC(=O)CCc1c(C)[nH]c2nc(NCc3ccc(OC(C)C)cc3)nn2c1=O,-3.19702,1
CCOC(=O)CCc1c(C)nc2nc(NCc3ccc(CC)cc3)nn2c1[O-],-6.30203,1
CCOC(=O)CCc1c(C)nc2nc(NCc3ccc(OC(C)C)cc3)nn2c1[O-],-3.41633,1
CCOC(=O)CNC(=O)CCc1nnc2ccc(N3CCOCC3)nn12,-6.76555,1
CCOC(=O)CNC(=O)CSC1=C(C#N)[C@@H](c2ccco2)C(C(=O)OCC)=C(c2ccccc2)N1,-4.59819,1
CCOC(=O)CNC(=O)CSc1nnc2n1CCN2c1ccc(OC)cc1,-7.01996,1
CCOC(=O)CNC(=O)N1CCCCC[C@@H]1c1ccc(C)cc1,-6.37084,1
CCOC(=O)CNC(=O)N1CCCCC[C@@H]1c1ccc(Cl)cc1,-5.19724,1
CCOC(=O)CNC(=O)N1CCC[C@H]1c1ccc(C)cc1,-5.04138,1
CCOC(=O)CNC(=O)NCc1cccn1Cc1ccccc1,-3.19504,1
CCOC(=O)CNC(=O)[C@H]1CC(=O)N(CCc2c[nH]c3ccc(F)cc23)C1,-6.23693,1
CCOC(=O)COc1ccc(F)cc1C(=O)c1ccn2nc(-c3ccc(OC)cc3)cc2n1,-2.983,1
CCOC(=O)COc1ccc([C@@H]2NC(=O)NC(C)=C2C(=O)OC)cc1,-6.05381,1
CCOC(=O)COc1ccc([C@H]2NC(=O)NC(C)=C2C(=O)OC)cc1,-5.45314,1
CCOC(=O)COc1ccc2c(c1)/C(=N/NC(=S)Nc1cccc(Cl)c1C)CC(C)(C)O2,-4.48755,1
CCOC(=O)COc1ccc2c(c1)/C(=N/NC(=S)Nc1ccccc1SC)CC(C)(C)O2,-3.07911,1
CCOC(=O)COc1ccc2oc(C)c(C(=O)OC(C)C)c2c1,-6.29264,1
CCOC(=O)COc1ccc2oc(C)c(C(=O)OCC)c2c1,-5.67465,1
CCOC(=O)CSC1=[NH+]C(=O)C[C@@H](c2ccc(Br)cc2)[C@H]1C#N,-6.2996,1
CCOC(=O)CSC1=[NH+]C(=O)C[C@@H](c2ccc(Cl)cc2)[C@H]1C#N,-6.04985,1
CCOC(=O)CSC1=[NH+]C(=O)C[C@@H](c2cccc(OC)c2)[C@H]1C#N,-5.33209,1
CCOC(=O)CS[C+]1NC(=O)/C(=C(\[O-])OC)[C@H](c2ccc(C)cc2)[C@H]1C#N,-3.24407,1
CCOC(=O)CSc1nc(-c2ccc(C)cc2)ccc1C#N,-5.43607,1
CCOC(=O)CSc1nc(-c2ccccc2)ccc1C#N,-6.36375,1
CCOC(=O)CSc1nc2c(cnn2-c2ccc(C)c(C)c2)c(=O)[n-]1,-3.91259,1
CCOC(=O)CSc1nc2c(cnn2-c2ccc(C)c(C)c2)c(=O)[nH]1,-0.950024,1
CCOC(=O)CSc1nc2c(cnn2-c2ccc(Cl)cc2)c(=O)[n-]1,-5.06538,1
CCOC(=O)CSc1nc2c(cnn2-c2ccc(Cl)cc2)c(=O)[nH]1,-6.10002,1
CCOC(=O)CSc1nc2c(cnn2-c2ccccc2)c(=O)[n-]1,-4.53804,1
CCOC(=O)CSc1nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc2s1,-3.40778,1
CCOC(=O)CSc1nc2ccc(NC(=O)COc3ccc(F)cc3)cc2s1,-6.517,1
CCOC(=O)CSc1nc2ccc(NC(=O)COc3ccccc3)cc2s1,-3.05652,1
CCOC(=O)CSc1ncnc2sc(C)c(C)c12,-5.83194,1
CCOC(=O)CSc1ncnc2sc3c(c12)CC[C@H](C)C3,-7.02017,1
CCOC(=O)CSc1nnc(-c2ccc(Br)cc2)o1,-6.27709,1
CCOC(=O)CSc1nnc(-c2ccc(C)cc2)o1,-6.54606,1
CCOC(=O)CSc1nnc(-c2ccc(Cl)cc2Cl)o1,-6.43998,1
CCOC(=O)CSc1nnc(-c2ccc(OC)cc2)o1,-6.06906,1
CCOC(=O)CSc1nnc(CSc2nc(C)cc(C)n2)n1-c1ccc(Cl)cc1,-5.78147,1
CCOC(=O)CSc1nnc(CSc2nc(C)cc(C)n2)n1-c1ccc(F)cc1,-5.578,1
CCOC(=O)CSc1nnc(CSc2nc(C)cc(C)n2)n1-c1ccc(OC)cc1,-5.68005,1
CCOC(=O)CSc1nnc(CSc2nc(C)cc(C)n2)n1-c1ccc(OCC)cc1,-5.3906,1
CCOC(=O)CSc1nnc(CSc2ncccn2)n1-c1ccc(Cl)cc1,-4.55062,1
CCOC(=O)CSc1nnc(CSc2ncccn2)n1-c1ccc(OCC)cc1,-1.53524,1
CCOC(=O)CSc1nnc2n1CCN2c1ccc(OC)cc1,-4.01635,1
CCOC(=O)CSc1nnc2n1CCN2c1ccccc1,-6.78691,1
